N,V,N_dv_0,V_dv_0,N_dn_0,V_dn_0,Ndt,Vdt,N_y_dt,V_x_dt
-0.00142222,0.764542,,,,,,,,
-0.00138889,0.763769,,,,,,,,
-0.00135556,0.762988,,,,,,,,
-0.00132222,0.762197,,,,,,,,
-0.00128889,0.761397,,,,,,,,
-0.00125556,0.760587,,,,,,,,
-0.00122222,0.759767,,,,,,,,
-0.00118889,0.758936,,,,,,,,
-0.00115556,0.758094,,,,,,,,
-0.00112222,0.757242,,,,,,,,
-0.00108889,0.756378,,,,,,,,
-0.00105556,0.755502,,,,,,,,
-0.00102222,0.754613,,,,,,,,
-0.000988889,0.753712,,,,,,,,
-0.000955556,0.752798,,,,,,,,
-0.000922222,0.75187,,,,,,,,
-0.000888889,0.750928,,,,,,,,
-0.000855556,0.749971,,,,,,,,
-0.000822222,0.748998,,,,,,,,
-0.000788889,0.74801,,,,,,,,
-0.000755556,0.747005,,,,,,,,
-0.000722222,0.745982,,,,,,,,
-0.000688889,0.744942,,,,,,,,
-0.000655556,0.743883,,,,,,,,
-0.000622222,0.742804,,,,,,,,
-0.000588889,0.741705,,,,,,,,
-0.000555556,0.740584,,,,,,,,
-0.000522222,0.739441,,,,,,,,
-0.000488889,0.738274,,,,,,,,
-0.000455556,0.737082,,,,,,,,
-0.000422222,0.735864,,,,,,,,
-0.000388889,0.734619,,,,,,,,
-0.000355556,0.733345,,,,,,,,
-0.000322222,0.732041,,,,,,,,
-0.000288889,0.730704,,,,,,,,
-0.000255556,0.729334,,,,,,,,
-0.000222222,0.727928,,,,,,,,
-0.000188889,0.726483,,,,,,,,
-0.000155556,0.724998,,,,,,,,
-0.000122222,0.72347,,,,,,,,
-8.88889e-05,0.721896,,,,,,,,
-5.55556e-05,0.720273,,,,,,,,
-2.22222e-05,0.718598,,,,,,,,
1.11111e-05,0.716866,,,,,,,,
4.44444e-05,0.715074,,,,,,,,
7.77778e-05,0.713217,,,,,,,,
0.000111111,0.711289,,,,,,,,
0.000144444,0.709286,,,,,,,,
0.000177778,0.7072,,,,,,,,
0.000211111,0.705025,,,,,,,,
0.000244444,0.702753,,,,,,,,
0.000277778,0.700373,,,,,,,,
0.000311111,0.697877,,,,,,,,
0.000344444,0.695252,,,,,,,,
0.000377778,0.692484,,,,,,,,
0.000411111,0.689559,,,,,,,,
0.000444444,0.686457,,,,,,,,
0.000477778,0.683159,,,,,,,,
0.000511111,0.67964,,,,,,,,
0.000544444,0.675872,,,,,,,,
0.000577778,0.671821,,,,,,,,
0.000611111,0.667447,,,,,,,,
0.000644444,0.662702,,,,,,,,
0.000677778,0.657529,,,,,,,,
0.000711111,0.651857,,,,,,,,
0.000744444,0.645602,,,,,,,,
0.000777778,0.638655,,,,,,,,
0.000811111,0.630886,,,,,,,,
0.000844444,0.622126,,,,,,,,
0.000877778,0.612161,,,,,,,,
0.000911111,0.600717,,,,,,,,
0.000944444,0.587431,,,,,,,,
0.000977778,0.571827,,,,,,,,
0.00101111,0.553266,,,,,,,,
0.00104444,0.53088,,,,,,,,
0.00107778,0.503484,,,,,,,,
0.00111111,0.469451,,,,,,,,
0.00114444,0.426563,,,,,,,,
0.00117778,0.371881,,,,,,,,
0.00121111,0.30183,,,,,,,,
0.00124444,0.212989,,,,,,,,
0.00127778,0.104766,,,,,,,,
0.00131111,-0.0146656,,,,,,,,
0.00134444,-0.122071,,,,,,,,
0.00137778,-0.188656,,,,,,,,
0.00141111,-0.212301,,,,,,,,
0.00144444,-0.217086,,,,,,,,
0.00147778,-0.217887,,,,,,,,
0.00151111,-0.218096,,,,,,,,
0.00154444,-0.218224,,,,,,,,
0.00157778,-0.218341,,,,,,,,
0.00161111,-0.218457,,,,,,,,
0.00164444,-0.218572,,,,,,,,
0.00167778,-0.218687,,,,,,,,
0.00171111,-0.218802,,,,,,,,
0.00174444,-0.218917,,,,,,,,
0.00177778,-0.219033,,,,,,,,
0.00181111,-0.219148,,,,,,,,
0.00184444,-0.219263,,,,,,,,
0.00187778,-0.219377,,,,,,,,
0.00191111,-0.219492,,,,,,,,
0.00194444,-0.219607,,,,,,,,
0.00197778,-0.219722,,,,,,,,
0.00201111,-0.219837,,,,,,,,
0.00204444,-0.219951,,,,,,,,
0.00207778,-0.220066,,,,,,,,
0.00211111,-0.22018,,,,,,,,
0.00214444,-0.220295,,,,,,,,
0.00217778,-0.220409,,,,,,,,
0.00221111,-0.220524,,,,,,,,
0.00224444,-0.220638,,,,,,,,
0.00227778,-0.220752,,,,,,,,
0.00231111,-0.220866,,,,,,,,
0.00234444,-0.22098,,,,,,,,
0.00237778,-0.221095,,,,,,,,
0.00241111,-0.221209,,,,,,,,
0.00244444,-0.221323,,,,,,,,
0.00247778,-0.221436,,,,,,,,
0.00251111,-0.22155,,,,,,,,
0.00254444,-0.221664,,,,,,,,
0.00257778,-0.221778,,,,,,,,
0.00261111,-0.221892,,,,,,,,
0.00264444,-0.222005,,,,,,,,
0.00267778,-0.222119,,,,,,,,
0.00271111,-0.222232,,,,,,,,
0.00274444,-0.222346,,,,,,,,
0.00277778,-0.222459,,,,,,,,
0.00281111,-0.222573,,,,,,,,
0.00284444,-0.222686,,,,,,,,
0.00287778,-0.222799,,,,,,,,
0.00291111,-0.222912,,,,,,,,
0.00294444,-0.223025,,,,,,,,
0.00297778,-0.223139,,,,,,,,
0.00301111,-0.223252,,,,,,,,
0.00304444,-0.223365,,,,,,,,
0.00307778,-0.223478,,,,,,,,
0.00311111,-0.22359,,,,,,,,
0.00314444,-0.223703,,,,,,,,
0.00317778,-0.223816,,,,,,,,
0.00321111,-0.223929,,,,,,,,
0.00324444,-0.224041,,,,,,,,
0.00327778,-0.224154,,,,,,,,
0.00331111,-0.224267,,,,,,,,
0.00334444,-0.224379,,,,,,,,
0.00337778,-0.224492,,,,,,,,
0.00341111,-0.224604,,,,,,,,
0.00344444,-0.224716,,,,,,,,
0.00347778,-0.224829,,,,,,,,
0.00351111,-0.224941,,,,,,,,
0.00354444,-0.225053,,,,,,,,
0.00357778,-0.225165,,,,,,,,
0.00361111,-0.225277,,,,,,,,
0.00364444,-0.225389,,,,,,,,
0.00367778,-0.225501,,,,,,,,
0.00371111,-0.225613,,,,,,,,
0.00374444,-0.225725,,,,,,,,
0.00377778,-0.225837,,,,,,,,
0.00381111,-0.225949,,,,,,,,
0.00384444,-0.22606,,,,,,,,
0.00387778,-0.226172,,,,,,,,
0.00391111,-0.226284,,,,,,,,
0.00394444,-0.226395,,,,,,,,
0.00397778,-0.226507,,,,,,,,
0.00401111,-0.226618,,,,,,,,
0.00404444,-0.226729,,,,,,,,
0.00407778,-0.226841,,,,,,,,
0.00411111,-0.226952,,,,,,,,
0.00414444,-0.227063,,,,,,,,
0.00417778,-0.227174,,,,,,,,
0.00421111,-0.227286,,,,,,,,
0.00424444,-0.227397,,,,,,,,
0.00427778,-0.227508,,,,,,,,
0.00431111,-0.227619,,,,,,,,
0.00434444,-0.22773,,,,,,,,
0.00437778,-0.227841,,,,,,,,
0.00441111,-0.227951,,,,,,,,
0.00444444,-0.228062,,,,,,,,
0.00447778,,,,,,,,,
0.00451111,,,,,,,,,
0.00454444,,,,,,,,,
0.00457778,,,,,,,,,
0.00461111,,,,,,,,,
0.00464444,,,,,,,,,
0.00467778,,,,,,,,,
0.00471111,,,,,,,,,
0.00474444,,,,,,,,,
0.00477778,,,,,,,,,
0.00481111,,,,,,,,,
0.00484444,,,,,,,,,
0.00487778,,,,,,,,,
0.00491111,,,,,,,,,
0.00494444,,,,,,,,,
0.00497778,,,,,,,,,
0.00501111,,,,,,,,,
0.00504444,,,,,,,,,
0.00507778,,,,,,,,,
0.00511111,,,,,,,,,
0.00514444,,,,,,,,,
0.00517778,,,,,,,,,
0.00521111,,,,,,,,,
0.00524444,,,,,,,,,
0.00527778,,,,,,,,,
0.00531111,,,,,,,,,
0.00534444,,,,,,,,,
0.00537778,,,,,,,,,
0.00541111,,,,,,,,,
0.00544444,,,,,,,,,
0.00547778,,,,,,,,,
0.00551111,,,,,,,,,
0.00554444,,,,,,,,,
0.00557778,,,,,,,,,
0.00561111,,,,,,,,,
0.00564444,,,,,,,,,
0.00567778,,,,,,,,,
0.00571111,,,,,,,,,
0.00574444,,,,,,,,,
0.00577778,,,,,,,,,
0.00581111,,,,,,,,,
0.00584444,,,,,,,,,
0.00587778,,,,,,,,,
0.00591111,,,,,,,,,
0.00594444,,,,,,,,,
0.00597778,,,,,,,,,
0.00601111,,,,,,,,,
0.00604444,,,,,,,,,
0.00607778,,,,,,,,,
0.00611111,,,,,,,,,
0.00614444,,,,,,,,,
0.00617778,,,,,,,,,
0.00621111,,,,,,,,,
0.00624444,,,,,,,,,
0.00627778,,,,,,,,,
0.00631111,,,,,,,,,
0.00634444,,,,,,,,,
0.00637778,,,,,,,,,
0.00641111,,,,,,,,,
0.00644444,,,,,,,,,
0.00647778,,,,,,,,,
0.00651111,,,,,,,,,
0.00654444,,,,,,,,,
0.00657778,,,,,,,,,
0.00661111,,,,,,,,,
0.00664444,,,,,,,,,
0.00667778,,,,,,,,,
0.00671111,,,,,,,,,
0.00674444,,,,,,,,,
0.00677778,,,,,,,,,
0.00681111,,,,,,,,,
0.00684444,,,,,,,,,
0.00687778,,,,,,,,,
0.00691111,,,,,,,,,
0.00694444,,,,,,,,,
0.00697778,,,,,,,,,
0.00701111,,,,,,,,,
0.00704444,,,,,,,,,
0.00707778,,,,,,,,,
0.00711111,,,,,,,,,
0.00714444,,,,,,,,,
0.00717778,,,,,,,,,
0.00721111,,,,,,,,,
0.00724444,,,,,,,,,
0.00727778,,,,,,,,,
0.00731111,,,,,,,,,
0.00734444,,,,,,,,,
0.00737778,,,,,,,,,
0.00741111,,,,,,,,,
0.00744444,,,,,,,,,
0.00747778,,,,,,,,,
0.00751111,,,,,,,,,
0.00754444,,,,,,,,,
0.00757778,,,,,,,,,
0.00761111,,,,,,,,,
0.00764444,,,,,,,,,
0.00767778,,,,,,,,,
0.00771111,,,,,,,,,
0.00774444,,,,,,,,,
0.00777778,,,,,,,,,
0.00781111,,,,,,,,,
0.00784444,,,,,,,,,
0.00787778,,,,,,,,,
0.00791111,,,,,,,,,
0.00794444,,,,,,,,,
0.00797778,,,,,,,,,
0.00801111,,,,,,,,,
0.00804444,,,,,,,,,
0.00807778,,,,,,,,,
0.00811111,,,,,,,,,
0.00814444,,,,,,,,,
0.00817778,,,,,,,,,
0.00821111,,,,,,,,,
0.00824444,,,,,,,,,
0.00827778,,,,,,,,,
0.00831111,,,,,,,,,
0.00834444,,,,,,,,,
0.00837778,,,,,,,,,
0.00841111,,,,,,,,,
0.00844444,,,,,,,,,
0.00847778,,,,,,,,,
0.00851111,,,,,,,,,
0.00854444,,,,,,,,,
0.00857778,,,,,,,,,
0.00861111,,,,,,,,,
0.00864444,,,,,,,,,
0.00867778,,,,,,,,,
0.00871111,,,,,,,,,
0.00874444,,,,,,,,,
0.00877778,,,,,,,,,
0.00881111,,,,,,,,,
0.00884444,,,,,,,,,
0.00887778,,,,,,,,,
0.00891111,,,,,,,,,
0.00894444,,,,,,,,,
0.00897778,,,,,,,,,
0.00901111,,,,,,,,,
0.00904444,,,,,,,,,
0.00907778,,,,,,,,,
0.00911111,,,,,,,,,
0.00914444,,,,,,,,,
0.00917778,,,,,,,,,
0.00921111,,,,,,,,,
0.00924444,,,,,,,,,
0.00927778,,,,,,,,,
0.00931111,,,,,,,,,
0.00934444,,,,,,,,,
0.00937778,,,,,,,,,
0.00941111,,,,,,,,,
0.00944444,,,,,,,,,
0.00947778,,,,,,,,,
0.00951111,,,,,,,,,
0.00954444,,,,,,,,,
0.00957778,,,,,,,,,
0.00961111,,,,,,,,,
0.00964444,,,,,,,,,
0.00967778,,,,,,,,,
0.00971111,,,,,,,,,
0.00974444,,,,,,,,,
0.00977778,,,,,,,,,
0.00981111,,,,,,,,,
0.00984444,,,,,,,,,
0.00987778,,,,,,,,,
0.00991111,,,,,,,,,
0.00994444,,,,,,,,,
0.00997778,,,,,,,,,
0.0100111,,,,,,,,,
0.0100444,,,,,,,,,
0.0100778,,,,,,,,,
0.0101111,,,,,,,,,
0.0101444,,,,,,,,,
0.0101778,,,,,,,,,
0.0102111,,,,,,,,,
0.0102444,,,,,,,,,
0.0102778,,,,,,,,,
0.0103111,,,,,,,,,
0.0103444,,,,,,,,,
0.0103778,,,,,,,,,
0.0104111,,,,,,,,,
0.0104444,,,,,,,,,
0.0104778,,,,,,,,,
0.0105111,,,,,,,,,
0.0105444,,,,,,,,,
0.0105778,,,,,,,,,
0.0106111,,,,,,,,,
0.0106444,,,,,,,,,
0.0106778,,,,,,,,,
0.0107111,,,,,,,,,
0.0107444,,,,,,,,,
0.0107778,,,,,,,,,
0.0108111,,,,,,,,,
0.0108444,,,,,,,,,
0.0108778,,,,,,,,,
0.0109111,,,,,,,,,
0.0109444,,,,,,,,,
0.0109778,,,,,,,,,
0.0110111,,,,,,,,,
0.0110444,,,,,,,,,
0.0110778,,,,,,,,,
0.0111111,,,,,,,,,
0.0111444,,,,,,,,,
0.0111778,,,,,,,,,
0.0112111,,,,,,,,,
0.0112444,,,,,,,,,
0.0112778,,,,,,,,,
0.0113111,,,,,,,,,
0.0113444,,,,,,,,,
0.0113778,,,,,,,,,
0.0114111,,,,,,,,,
0.0114444,,,,,,,,,
0.0114778,,,,,,,,,
0.0115111,,,,,,,,,
0.0115444,,,,,,,,,
0.0115778,,,,,,,,,
0.0116111,,,,,,,,,
0.0116444,,,,,,,,,
0.0116778,,,,,,,,,
0.0117111,,,,,,,,,
0.0117444,,,,,,,,,
0.0117778,,,,,,,,,
0.0118111,,,,,,,,,
0.0118444,,,,,,,,,
0.0118778,,,,,,,,,
0.0119111,,,,,,,,,
0.0119444,,,,,,,,,
0.0119778,,,,,,,,,
0.0120111,,,,,,,,,
0.0120444,,,,,,,,,
0.0120778,,,,,,,,,
0.0121111,,,,,,,,,
0.0121444,,,,,,,,,
0.0121778,,,,,,,,,
0.0122111,,,,,,,,,
0.0122444,,,,,,,,,
0.0122778,,,,,,,,,
0.0123111,,,,,,,,,
0.0123444,,,,,,,,,
0.0123778,,,,,,,,,
0.0124111,,,,,,,,,
0.0124444,,,,,,,,,
0.0124778,,,,,,,,,
0.0125111,,,,,,,,,
0.0125444,,,,,,,,,
0.0125778,,,,,,,,,
0.0126111,,,,,,,,,
0.0126444,,,,,,,,,
0.0126778,,,,,,,,,
0.0127111,,,,,,,,,
0.0127444,,,,,,,,,
0.0127778,,,,,,,,,
0.0128111,,,,,,,,,
0.0128444,,,,,,,,,
0.0128778,,,,,,,,,
0.0129111,,,,,,,,,
0.0129444,,,,,,,,,
0.0129778,,,,,,,,,
0.0130111,,,,,,,,,
0.0130444,,,,,,,,,
0.0130778,,,,,,,,,
0.0131111,,,,,,,,,
0.0131444,,,,,,,,,
0.0131778,,,,,,,,,
0.0132111,,,,,,,,,
0.0132444,,,,,,,,,
0.0132778,,,,,,,,,
0.0133111,,,,,,,,,
0.0133444,,,,,,,,,
0.0133778,,,,,,,,,
0.0134111,,,,,,,,,
0.0134444,,,,,,,,,
0.0134778,,,,,,,,,
0.0135111,,,,,,,,,
0.0135444,,,,,,,,,
0.0135778,,,,,,,,,
0.0136111,,,,,,,,,
0.0136444,,,,,,,,,
0.0136778,,,,,,,,,
0.0137111,,,,,,,,,
0.0137444,,,,,,,,,
0.0137778,,,,,,,,,
0.0138111,,,,,,,,,
0.0138444,,,,,,,,,
0.0138778,,,,,,,,,
0.0139111,,,,,,,,,
0.0139444,,,,,,,,,
0.0139778,,,,,,,,,
0.0140111,,,,,,,,,
0.0140444,,,,,,,,,
0.0140778,,,,,,,,,
0.0141111,,,,,,,,,
0.0141444,,,,,,,,,
0.0141778,,,,,,,,,
0.0142111,,,,,,,,,
0.0142444,,,,,,,,,
0.0142778,,,,,,,,,
0.0143111,,,,,,,,,
0.0143444,,,,,,,,,
0.0143778,,,,,,,,,
0.0144111,,,,,,,,,
0.0144444,,,,,,,,,
0.0144778,,,,,,,,,
0.0145111,,,,,,,,,
0.0145444,,,,,,,,,
0.0145778,,,,,,,,,
0.0146111,,,,,,,,,
0.0146444,,,,,,,,,
0.0146778,,,,,,,,,
0.0147111,,,,,,,,,
0.0147444,,,,,,,,,
0.0147778,,,,,,,,,
0.0148111,,,,,,,,,
0.0148444,,,,,,,,,
0.0148778,,,,,,,,,
0.0149111,,,,,,,,,
0.0149444,,,,,,,,,
0.0149778,,,,,,,,,
0.0150111,,,,,,,,,
0.0150444,,,,,,,,,
0.0150778,,,,,,,,,
0.0151111,,,,,,,,,
0.0151444,,,,,,,,,
0.0151778,,,,,,,,,
0.0152111,,,,,,,,,
0.0152444,,,,,,,,,
0.0152778,,,,,,,,,
0.0153111,,,,,,,,,
0.0153444,,,,,,,,,
0.0153778,,,,,,,,,
0.0154111,,,,,,,,,
0.0154444,,,,,,,,,
0.0154778,,,,,,,,,
0.0155111,,,,,,,,,
0.0155444,,,,,,,,,
0.0155778,,,,,,,,,
0.0156111,,,,,,,,,
0.0156444,,,,,,,,,
0.0156778,,,,,,,,,
0.0157111,,,,,,,,,
0.0157444,,,,,,,,,
0.0157778,,,,,,,,,
0.0158111,,,,,,,,,
0.0158444,,,,,,,,,
0.0158778,,,,,,,,,
0.0159111,,,,,,,,,
0.0159444,,,,,,,,,
0.0159778,,,,,,,,,
0.0160111,,,,,,,,,
0.0160444,,,,,,,,,
0.0160778,,,,,,,,,
0.0161111,,,,,,,,,
0.0161444,,,,,,,,,
0.0161778,,,,,,,,,
0.0162111,,,,,,,,,
0.0162444,,,,,,,,,
0.0162778,,,,,,,,,
0.0163111,,,,,,,,,
0.0163444,,,,,,,,,
0.0163778,,,,,,,,,
0.0164111,,,,,,,,,
0.0164444,,,,,,,,,
0.0164778,,,,,,,,,
0.0165111,,,,,,,,,
0.0165444,,,,,,,,,
0.0165778,,,,,,,,,
0.0166111,,,,,,,,,
0.0166444,,,,,,,,,
0.0166778,,,,,,,,,
0.0167111,,,,,,,,,
0.0167444,,,,,,,,,
0.0167778,,,,,,,,,
0.0168111,,,,,,,,,
0.0168444,,,,,,,,,
0.0168778,,,,,,,,,
0.0169111,,,,,,,,,
0.0169444,,,,,,,,,
0.0169778,,,,,,,,,
0.0170111,,,,,,,,,
0.0170444,,,,,,,,,
0.0170778,,,,,,,,,
0.0171111,,,,,,,,,
0.0171444,,,,,,,,,
0.0171778,,,,,,,,,
0.0172111,,,,,,,,,
0.0172444,,,,,,,,,
0.0172778,,,,,,,,,
0.0173111,,,,,,,,,
0.0173444,,,,,,,,,
0.0173778,,,,,,,,,
0.0174111,,,,,,,,,
0.0174444,,,,,,,,,
0.0174778,,,,,,,,,
0.0175111,,,,,,,,,
0.0175444,,,,,,,,,
0.0175778,,,,,,,,,
0.0176111,,,,,,,,,
0.0176444,,,,,,,,,
0.0176778,,,,,,,,,
0.0177111,,,,,,,,,
0.0177444,,,,,,,,,
0.0177778,,,,,,,,,
0.0178111,,,,,,,,,
0.0178444,,,,,,,,,
0.0178778,,,,,,,,,
0.0179111,,,,,,,,,
0.0179444,,,,,,,,,
0.0179778,,,,,,,,,
0.0180111,,,,,,,,,
0.0180444,,,,,,,,,
0.0180778,,,,,,,,,
0.0181111,,,,,,,,,
0.0181444,,,,,,,,,
0.0181778,,,,,,,,,
0.0182111,,,,,,,,,
0.0182444,,,,,,,,,
0.0182778,,,,,,,,,
0.0183111,,,,,,,,,
0.0183444,,,,,,,,,
0.0183778,,,,,,,,,
0.0184111,,,,,,,,,
0.0184444,,,,,,,,,
0.0184778,,,,,,,,,
0.0185111,,,,,,,,,
0.0185444,,,,,,,,,
0.0185778,,,,,,,,,
0.0186111,,,,,,,,,
0.0186444,,,,,,,,,
0.0186778,,,,,,,,,
0.0187111,,,,,,,,,
0.0187444,,,,,,,,,
0.0187778,,,,,,,,,
0.0188111,,,,,,,,,
0.0188444,,,,,,,,,
0.0188778,,,,,,,,,
0.0189111,,,,,,,,,
0.0189444,,,,,,,,,
0.0189778,,,,,,,,,
0.0190111,,,,,,,,,
0.0190444,,,,,,,,,
0.0190778,,,,,,,,,
0.0191111,,,,,,,,,
0.0191444,,,,,,,,,
0.0191778,,,,,,,,,
0.0192111,,,,,,,,,
0.0192444,,,,,,,,,
0.0192778,,,,,,,,,
0.0193111,,,,,,,,,
0.0193444,,,,,,,,,
0.0193778,,,,,,,,,
0.0194111,,,,,,,,,
0.0194444,,,,,,,,,
0.0194778,,,,,,,,,
0.0195111,,,,,,,,,
0.0195444,,,,,,,,,
0.0195778,,,,,,,,,
0.0196111,,,,,,,,,
0.0196444,,,,,,,,,
0.0196778,,,,,,,,,
0.0197111,,,,,,,,,
0.0197444,,,,,,,,,
0.0197778,,,,,,,,,
0.0198111,,,,,,,,,
0.0198444,,,,,,,,,
0.0198778,,,,,,,,,
0.0199111,,,,,,,,,
0.0199444,,,,,,,,,
0.0199778,,,,,,,,,
0.0200111,,,,,,,,,
0.0200444,,,,,,,,,
0.0200778,,,,,,,,,
0.0201111,,,,,,,,,
0.0201444,,,,,,,,,
0.0201778,,,,,,,,,
0.0202111,,,,,,,,,
0.0202444,,,,,,,,,
0.0202778,,,,,,,,,
0.0203111,,,,,,,,,
0.0203444,,,,,,,,,
0.0203778,,,,,,,,,
0.0204111,,,,,,,,,
0.0204444,,,,,,,,,
0.0204778,,,,,,,,,
0.0205111,,,,,,,,,
0.0205444,,,,,,,,,
0.0205778,,,,,,,,,
0.0206111,,,,,,,,,
0.0206444,,,,,,,,,
0.0206778,,,,,,,,,
0.0207111,,,,,,,,,
0.0207444,,,,,,,,,
0.0207778,,,,,,,,,
0.0208111,,,,,,,,,
0.0208444,,,,,,,,,
0.0208778,,,,,,,,,
0.0209111,,,,,,,,,
0.0209444,,,,,,,,,
0.0209778,,,,,,,,,
0.0210111,,,,,,,,,
0.0210444,,,,,,,,,
0.0210778,,,,,,,,,
0.0211111,,,,,,,,,
0.0211444,,,,,,,,,
0.0211778,,,,,,,,,
0.0212111,,,,,,,,,
0.0212444,,,,,,,,,
0.0212778,,,,,,,,,
0.0213111,,,,,,,,,
0.0213444,,,,,,,,,
0.0213778,,,,,,,,,
0.0214111,,,,,,,,,
0.0214444,,,,,,,,,
0.0214778,,,,,,,,,
0.0215111,,,,,,,,,
0.0215444,,,,,,,,,
0.0215778,,,,,,,,,
0.0216111,,,,,,,,,
0.0216444,,,,,,,,,
0.0216778,,,,,,,,,
0.0217111,,,,,,,,,
0.0217444,,,,,,,,,
0.0217778,,,,,,,,,
0.0218111,,,,,,,,,
0.0218444,,,,,,,,,
0.0218778,,,,,,,,,
0.0219111,,,,,,,,,
0.0219444,,,,,,,,,
0.0219778,,,,,,,,,
0.0220111,,,,,,,,,
0.0220444,,,,,,,,,
0.0220778,,,,,,,,,
0.0221111,,,,,,,,,
0.0221444,,,,,,,,,
0.0221778,,,,,,,,,
0.0222111,,,,,,,,,
0.0222444,,,,,,,,,
0.0222778,,,,,,,,,
0.0223111,,,,,,,,,
0.0223444,,,,,,,,,
0.0223778,,,,,,,,,
0.0224111,,,,,,,,,
0.0224444,,,,,,,,,
0.0224778,,,,,,,,,
0.0225111,,,,,,,,,
0.0225444,,,,,,,,,
0.0225778,,,,,,,,,
0.0226111,,,,,,,,,
0.0226444,,,,,,,,,
0.0226778,,,,,,,,,
0.0227111,,,,,,,,,
0.0227444,,,,,,,,,
0.0227778,,,,,,,,,
0.0228111,,,,,,,,,
0.0228444,,,,,,,,,
0.0228778,,,,,,,,,
0.0229111,,,,,,,,,
0.0229444,,,,,,,,,
0.0229778,,,,,,,,,
0.0230111,,,,,,,,,
0.0230444,,,,,,,,,
0.0230778,,,,,,,,,
0.0231111,,,,,,,,,
0.0231444,,,,,,,,,
0.0231778,,,,,,,,,
0.0232111,,,,,,,,,
0.0232444,,,,,,,,,
0.0232778,,,,,,,,,
0.0233111,,,,,,,,,
0.0233444,,,,,,,,,
0.0233778,,,,,,,,,
0.0234111,,,,,,,,,
0.0234444,,,,,,,,,
0.0234778,,,,,,,,,
0.0235111,,,,,,,,,
0.0235444,,,,,,,,,
0.0235778,,,,,,,,,
0.0236111,,,,,,,,,
0.0236444,,,,,,,,,
0.0236778,,,,,,,,,
0.0237111,,,,,,,,,
0.0237444,,,,,,,,,
0.0237778,,,,,,,,,
0.0238111,,,,,,,,,
0.0238444,,,,,,,,,
0.0238778,,,,,,,,,
0.0239111,,,,,,,,,
0.0239444,,,,,,,,,
0.0239778,,,,,,,,,
0.0240111,,,,,,,,,
0.0240444,,,,,,,,,
0.0240778,,,,,,,,,
0.0241111,,,,,,,,,
0.0241444,,,,,,,,,
0.0241778,,,,,,,,,
0.0242111,,,,,,,,,
0.0242444,,,,,,,,,
0.0242778,,,,,,,,,
0.0243111,,,,,,,,,
0.0243444,,,,,,,,,
0.0243778,,,,,,,,,
0.0244111,,,,,,,,,
0.0244444,,,,,,,,,
0.0244778,,,,,,,,,
0.0245111,,,,,,,,,
0.0245444,,,,,,,,,
0.0245778,,,,,,,,,
0.0246111,,,,,,,,,
0.0246444,,,,,,,,,
0.0246778,,,,,,,,,
0.0247111,,,,,,,,,
0.0247444,,,,,,,,,
0.0247778,,,,,,,,,
0.0248111,,,,,,,,,
0.0248444,,,,,,,,,
0.0248778,,,,,,,,,
0.0249111,,,,,,,,,
0.0249444,,,,,,,,,
0.0249778,,,,,,,,,
0.0250111,,,,,,,,,
0.0250444,,,,,,,,,
0.0250778,,,,,,,,,
0.0251111,,,,,,,,,
0.0251444,,,,,,,,,
0.0251778,,,,,,,,,
0.0252111,,,,,,,,,
0.0252444,,,,,,,,,
0.0252778,,,,,,,,,
0.0253111,,,,,,,,,
0.0253444,,,,,,,,,
0.0253778,,,,,,,,,
0.0254111,,,,,,,,,
0.0254444,,,,,,,,,
0.0254778,,,,,,,,,
0.0255111,,,,,,,,,
0.0255444,,,,,,,,,
0.0255778,,,,,,,,,
0.0256111,,,,,,,,,
0.0256444,,,,,,,,,
0.0256778,,,,,,,,,
0.0257111,,,,,,,,,
0.0257444,,,,,,,,,
0.0257778,,,,,,,,,
0.0258111,,,,,,,,,
0.0258444,,,,,,,,,
0.0258778,,,,,,,,,
0.0259111,,,,,,,,,
0.0259444,,,,,,,,,
0.0259778,,,,,,,,,
0.0260111,,,,,,,,,
0.0260444,,,,,,,,,
0.0260778,,,,,,,,,
0.0261111,,,,,,,,,
0.0261444,,,,,,,,,
0.0261778,,,,,,,,,
0.0262111,,,,,,,,,
0.0262444,,,,,,,,,
0.0262778,,,,,,,,,
0.0263111,,,,,,,,,
0.0263444,,,,,,,,,
0.0263778,,,,,,,,,
0.0264111,,,,,,,,,
0.0264444,,,,,,,,,
0.0264778,,,,,,,,,
0.0265111,,,,,,,,,
0.0265444,,,,,,,,,
0.0265778,,,,,,,,,
0.0266111,,,,,,,,,
0.0266444,,,,,,,,,
0.0266778,,,,,,,,,
0.0267111,,,,,,,,,
0.0267444,,,,,,,,,
0.0267778,,,,,,,,,
0.0268111,,,,,,,,,
0.0268444,,,,,,,,,
0.0268778,,,,,,,,,
0.0269111,,,,,,,,,
0.0269444,,,,,,,,,
0.0269778,,,,,,,,,
0.0270111,,,,,,,,,
0.0270444,,,,,,,,,
0.0270778,,,,,,,,,
0.0271111,,,,,,,,,
0.0271444,,,,,,,,,
0.0271778,,,,,,,,,
0.0272111,,,,,,,,,
0.0272444,,,,,,,,,
0.0272778,,,,,,,,,
0.0273111,,,,,,,,,
0.0273444,,,,,,,,,
0.0273778,,,,,,,,,
0.0274111,,,,,,,,,
0.0274444,,,,,,,,,
0.0274778,,,,,,,,,
0.0275111,,,,,,,,,
0.0275444,,,,,,,,,
0.0275778,,,,,,,,,
0.0276111,,,,,,,,,
